y_belief_report_fac,y_belief_report_num,y_share_report_email_num,y_share_report_fb_num,y_share_report_twitter_num,y_share_report_whatsapp_num,y_share_report_email_fac,y_share_report_fb_fac,y_share_report_twitter_fac,y_share_report_whatsapp_fac,d_treatment_source,x_age,x_sex_fac,x_sex_num,x_income_fac,x_income_num,x_education,x_education_fac,x_education_num
5,5,0,0,NA,0,No,No,NA,No,0,36,female,0,"4,501 to 5,000€",10,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,0,60,female,0,"4,501 to 5,000€",10,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,0,53,female,0,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,NA,0,No,No,NA,No,0,56,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,50,female,0,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,0,42,female,0,"2,501 to 3,000€",6,Fachhochschulreife,Technical high school,3
3,3,0,0,NA,0,No,No,NA,No,1,30,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,0,0,No,No,No,No,1,63,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
2,2,0,0,NA,0,No,No,NA,No,1,54,female,0,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,0,NA,NA,No,No,NA,NA,0,54,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,NA,0,No,No,NA,No,0,37,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,1,1,1,1,Yes,Yes,Yes,Yes,1,56,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,64,male,1,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,0,NA,NA,No,No,NA,NA,1,39,female,0,"2,501 to 3,000€",6,Fachhochschulreife,Technical high school,3
4,4,0,NA,NA,0,No,NA,NA,No,1,48,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,45,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,0,NA,0,No,No,NA,No,1,52,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,1,52,male,1,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
0 - Not at all,0,0,1,1,0,No,Yes,Yes,No,1,42,male,1,"4,501 to 5,000€",10,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,0,39,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,0,0,No,No,No,No,0,50,male,1,"5,001€ or more",11,Abitur,High school,4
4,4,0,NA,NA,NA,No,NA,NA,NA,0,54,male,1,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,0,38,female,0,"4,501 to 5,000€",10,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,0,No,NA,NA,No,0,45,female,0,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,0,49,male,1,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
0 - Not at all,0,0,0,NA,0,No,No,NA,No,0,38,male,1,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,52,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,NA,No,NA,NA,NA,0,63,male,1,0 to 500€,1,Fach- or Hochschulstudium,University,5
6 - Completely,6,0,0,NA,0,No,No,NA,No,1,46,male,1,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
6 - Completely,6,0,NA,NA,0,No,NA,NA,No,1,59,female,0,"501 to 1,000€",2,Fach- or Hochschulstudium,University,5
5,5,0,0,NA,1,No,No,NA,Yes,1,40,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,1,44,male,1,"2,501 to 3,000€",6,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,NA,NA,0,No,NA,NA,No,1,69,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,38,female,0,"4,501 to 5,000€",10,Fachhochschulreife,Technical high school,3
5,5,0,0,0,NA,No,No,No,NA,0,48,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,0,0,No,No,No,No,1,39,male,1,"1,501 to 2,000€",4,Fachhochschulreife,Technical high school,3
3,3,0,NA,NA,0,No,NA,NA,No,0,50,male,1,"4,001 to 4,500€",9,Abitur,High school,4
3,3,0,0,0,0,No,No,No,No,0,47,male,1,"3,501 to 4,000€",8,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,NA,NA,0,No,NA,NA,No,0,43,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
2,2,0,0,NA,0,No,No,NA,No,0,51,female,0,"2,501 to 3,000€",6,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,0,No,No,NA,No,1,28,female,0,"501 to 1,000€",2,Abitur,High school,4
0 - Not at all,0,1,NA,NA,1,Yes,NA,NA,Yes,1,54,male,1,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,NA,No,No,NA,NA,1,34,male,1,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,NA,0,No,No,NA,No,1,46,male,1,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,0,NA,NA,No,No,NA,NA,0,45,male,1,"1,001 to 1,500€",3,Finished Grundschule,NA,NA
2,2,0,NA,NA,0,No,NA,NA,No,0,53,male,1,"4,001 to 4,500€",9,Fachhochschulreife,Technical high school,3
4,4,0,0,NA,0,No,No,NA,No,1,36,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,1,0,NA,No,Yes,No,NA,0,45,male,1,"2,001 to 2,500€",5,Abitur,High school,4
4,4,0,0,NA,NA,No,No,NA,NA,1,57,female,0,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,1,34,male,1,"2,501 to 3,000€",6,Abitur,High school,4
1,1,0,NA,NA,0,No,NA,NA,No,0,34,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,0,No,No,NA,No,1,47,female,0,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
6 - Completely,6,0,0,NA,NA,No,No,NA,NA,1,39,female,0,0 to 500€,1,Fachhochschulreife,Technical high school,3
3,3,0,NA,NA,0,No,NA,NA,No,0,52,male,1,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,1,1,NA,1,Yes,Yes,NA,Yes,0,58,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,0,0,No,No,No,No,0,30,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,0,No,NA,NA,No,0,19,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,1,53,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,0,36,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,59,female,0,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,0,59,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,0,No,NA,NA,No,1,54,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
1,1,0,0,NA,0,No,No,NA,No,1,57,male,1,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,NA,No,NA,NA,NA,1,47,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,33,female,0,"5,001€ or more",11,Fachhochschulreife,Technical high school,3
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,1,56,female,0,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,1,47,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,0,39,male,1,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,NA,No,NA,NA,NA,1,41,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
4,4,0,1,NA,0,No,Yes,NA,No,0,58,female,0,"2,001 to 2,500€",5,Abitur,High school,4
5,5,0,0,NA,NA,No,No,NA,NA,1,40,male,1,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,0,No,NA,NA,No,0,32,male,1,"3,001 to 3,500€",7,Fachhochschulreife,Technical high school,3
2,2,0,NA,NA,0,No,NA,NA,No,0,22,male,1,"3,001 to 3,500€",7,Abitur,High school,4
4,4,0,NA,NA,0,No,NA,NA,No,1,55,male,1,"4,501 to 5,000€",10,Fachhochschulreife,Technical high school,3
5,5,0,NA,NA,0,No,NA,NA,No,1,55,male,1,"4,001 to 4,500€",9,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,0,0,No,No,No,No,1,27,male,1,"4,501 to 5,000€",10,Abitur,High school,4
6 - Completely,6,0,1,NA,0,No,Yes,NA,No,1,66,female,0,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,0,No,No,NA,No,0,42,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
5,5,0,0,NA,0,No,No,NA,No,1,50,female,0,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,0,No,NA,NA,No,0,57,male,1,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,48,female,0,"4,501 to 5,000€",10,Abitur,High school,4
5,5,0,1,NA,NA,No,Yes,NA,NA,1,58,male,1,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
0 - Not at all,0,0,0,NA,0,No,No,NA,No,0,52,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,33,female,0,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
5,5,1,1,NA,NA,Yes,Yes,NA,NA,1,56,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,1,No,No,NA,Yes,0,58,male,1,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,0,0,No,NA,No,No,0,52,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
2,2,0,0,NA,0,No,No,NA,No,0,42,female,0,"4,501 to 5,000€",10,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,1,1,1,1,Yes,Yes,Yes,Yes,1,52,male,1,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,0,No,NA,NA,No,1,37,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,0,50,female,0,"4,501 to 5,000€",10,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,0,0,No,No,No,No,1,35,male,1,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,0,0,No,No,No,No,1,60,female,0,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,1,63,male,1,"2,001 to 2,500€",5,Abitur,High school,4
5,5,1,0,NA,0,Yes,No,NA,No,0,46,male,1,"3,501 to 4,000€",8,Fach- or Hochschulstudium,University,5
3,3,1,1,NA,1,Yes,Yes,NA,Yes,1,46,male,1,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,1,37,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,50,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,48,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,0,52,female,0,"4,501 to 5,000€",10,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,69,female,0,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
4,4,0,0,0,NA,No,No,No,NA,0,42,male,1,"1,001 to 1,500€",3,Fachhochschulreife,Technical high school,3
3,3,0,0,NA,0,No,No,NA,No,1,44,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,NA,0,No,No,NA,No,1,58,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
5,5,0,0,NA,0,No,No,NA,No,0,55,female,0,"2,001 to 2,500€",5,Fachhochschulreife,Technical high school,3
4,4,0,0,NA,0,No,No,NA,No,0,36,female,0,"2,001 to 2,500€",5,Abitur,High school,4
6 - Completely,6,1,NA,NA,1,Yes,NA,NA,Yes,1,43,female,0,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,NA,NA,0,No,NA,NA,No,1,53,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,NA,No,No,NA,NA,0,68,female,0,"2,001 to 2,500€",5,Finished Grundschule,NA,NA
3,3,0,0,NA,0,No,No,NA,No,0,52,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
1,1,0,NA,NA,1,No,NA,NA,Yes,0,63,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,1,50,male,1,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,1,58,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
3,3,0,1,NA,0,No,Yes,NA,No,0,39,female,0,"1,001 to 1,500€",3,Finished Grundschule,NA,NA
5,5,0,NA,NA,NA,No,NA,NA,NA,1,62,male,1,"3,501 to 4,000€",8,Abitur,High school,4
4,4,0,NA,NA,0,No,NA,NA,No,1,38,male,1,"2,501 to 3,000€",6,Abitur,High school,4
6 - Completely,6,0,0,NA,0,No,No,NA,No,0,47,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,58,male,1,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,NA,0,No,No,NA,No,1,19,female,0,"3,501 to 4,000€",8,Abitur,High school,4
1,1,0,0,NA,NA,No,No,NA,NA,1,59,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,NA,No,NA,NA,NA,1,18,male,1,0 to 500€,1,Finished Grundschule,NA,NA
4,4,0,0,NA,0,No,No,NA,No,0,18,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,1,59,male,1,"3,501 to 4,000€",8,Fach- or Hochschulstudium,University,5
1,1,0,0,0,0,No,No,No,No,1,48,male,1,"2,501 to 3,000€",6,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,NA,0,No,No,NA,No,0,50,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,1,50,female,0,"1,501 to 2,000€",4,Abitur,High school,4
5,5,0,NA,NA,0,No,NA,NA,No,0,55,male,1,"1,001 to 1,500€",3,Fachhochschulreife,Technical high school,3
5,5,0,NA,NA,0,No,NA,NA,No,1,52,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,NA,No,No,NA,NA,0,54,male,1,"3,001 to 3,500€",7,Fachhochschulreife,Technical high school,3
2,2,0,0,NA,0,No,No,NA,No,1,48,female,0,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,0,No,No,NA,No,1,49,male,1,"2,001 to 2,500€",5,Fachhochschulreife,Technical high school,3
3,3,0,0,NA,0,No,No,NA,No,0,51,male,1,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,NA,NA,NA,No,NA,NA,NA,1,65,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,0,No,NA,NA,No,1,56,female,0,"3,001 to 3,500€",7,Fachhochschulreife,Technical high school,3
6 - Completely,6,0,0,NA,0,No,No,NA,No,0,56,male,1,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,0,40,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,1,65,female,0,"2,501 to 3,000€",6,Abitur,High school,4
6 - Completely,6,0,0,0,0,No,No,No,No,0,27,female,0,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
6 - Completely,6,0,NA,0,0,No,NA,No,No,0,49,female,0,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
6 - Completely,6,0,0,NA,0,No,No,NA,No,0,58,male,1,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
1,1,0,0,NA,0,No,No,NA,No,1,66,male,1,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,0,18,female,0,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,1,0,NA,0,Yes,No,NA,No,1,55,male,1,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,1,NA,NA,NA,Yes,NA,NA,NA,0,45,female,0,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,NA,No,NA,NA,NA,1,42,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,NA,No,No,NA,NA,0,51,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,1,49,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,0,0,No,No,No,No,1,55,male,1,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,1,0,0,No,Yes,No,No,0,51,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
6 - Completely,6,0,0,NA,0,No,No,NA,No,0,56,male,1,"4,001 to 4,500€",9,Volks- oder Hauptschulabschluss,Elementary school,1
1,1,0,0,NA,0,No,No,NA,No,1,50,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,1,NA,NA,NA,Yes,NA,NA,NA,0,45,male,1,"3,501 to 4,000€",8,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,NA,0,No,No,NA,No,0,28,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
5,5,0,0,0,NA,No,No,No,NA,1,40,male,1,"501 to 1,000€",2,Fachhochschulreife,Technical high school,3
3,3,0,NA,NA,0,No,NA,NA,No,1,46,female,0,"2,001 to 2,500€",5,Abitur,High school,4
2,2,0,0,NA,0,No,No,NA,No,0,48,female,0,"5,001€ or more",11,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
1,1,0,NA,NA,0,No,NA,NA,No,0,44,male,1,"5,001€ or more",11,Fachhochschulreife,Technical high school,3
6 - Completely,6,0,0,NA,1,No,No,NA,Yes,1,55,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,0,No,NA,NA,No,0,30,male,1,"4,501 to 5,000€",10,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,1,51,female,0,"3,001 to 3,500€",7,Abitur,High school,4
5,5,0,0,NA,0,No,No,NA,No,0,60,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,0,29,female,0,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,0,0,No,No,No,No,1,29,female,0,"3,001 to 3,500€",7,Abitur,High school,4
6 - Completely,6,0,0,0,0,No,No,No,No,0,42,male,1,"1,501 to 2,000€",4,Abitur,High school,4
4,4,0,0,NA,0,No,No,NA,No,0,28,male,1,"2,501 to 3,000€",6,Abitur,High school,4
5,5,0,0,NA,0,No,No,NA,No,1,42,female,0,"1,501 to 2,000€",4,Abitur,High school,4
4,4,0,NA,NA,0,No,NA,NA,No,0,65,male,1,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,NA,No,NA,NA,NA,0,41,female,0,"4,001 to 4,500€",9,Abitur,High school,4
6 - Completely,6,0,NA,NA,0,No,NA,NA,No,0,56,female,0,"5,001€ or more",11,Abitur,High school,4
3,3,0,0,0,NA,No,No,No,NA,0,42,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,0,0,No,No,No,No,0,59,male,1,0 to 500€,1,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,33,female,0,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,56,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,1,56,male,1,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,52,male,1,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,NA,0,No,No,NA,No,1,55,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,1,NA,0,No,Yes,NA,No,1,58,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,NA,No,NA,NA,NA,0,50,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,NA,No,NA,NA,NA,0,68,male,1,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,0,No,No,NA,No,0,60,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,0,0,No,No,No,No,0,56,male,1,0 to 500€,1,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,1,NA,1,No,Yes,NA,Yes,0,34,male,1,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,1,54,male,1,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,1,62,male,1,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,NA,No,NA,NA,NA,1,50,male,1,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,0,0,0,No,No,No,No,0,66,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
5,5,1,NA,NA,1,Yes,NA,NA,Yes,0,40,female,0,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,0,62,male,1,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,1,1,0,No,Yes,Yes,No,1,31,female,0,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,0,No,No,NA,No,1,66,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,NA,0,0,NA,NA,No,No,NA,1,32,female,0,0 to 500€,1,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,1,49,male,1,"3,501 to 4,000€",8,Fach- or Hochschulstudium,University,5
4,4,0,0,0,1,No,No,No,Yes,1,27,male,1,"501 to 1,000€",2,Abitur,High school,4
3,3,0,NA,NA,0,No,NA,NA,No,1,48,female,0,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,0,34,female,0,"2,001 to 2,500€",5,Abitur,High school,4
